id,tweet,polarity,NO URL,NO STOPWORD,NO NUMBER,NO REPEAT,NO ACRONYM,NO NEGATION,OUR
1468056316,I'm doing my homework. It's gosh darn hard!! ,0,i'm homework gosh darn hard,i'm doing my homework it's gosh darn hard,i'm homework gosh darn hard,i'm homework gosh darn hard,i'm homework gosh darn hard,i'm homework gosh darn hard,i'm homework gosh darn hard
1980316231,Wee man is away to Englandshire with Gran and Grandad. That'll be me lost for the rest of the week. ,0,wee man away englandshire gran grandad that'l lost rest wk,wee man is away to englandshire with gran and grandad that'l be me lost for the rest of the wk,wee man away englandshire gran grandad that'l lost rest wk,wee man away englandshire gran grandad lost rest wk,wee man away englandshire gran grandad that'l lost rest week,wee man away englandshire gran grandad that'l lost rest wk,wee man away englandshire gran grandad that'l lost rest wk
1680347120,@ mcdonalds with my litto sis aka cuzin lol cristyyyyy ,4,mcdonalds lito sister aka cuzin very funny cristy,mcdonalds with my lito sister aka cuzin very funny cristy,mcdonalds lito sister aka cuzin very funny cristy,mcdonalds litto sister aka cuzin very funny cristyyyyy,mcdonalds lito sis aka cuzin lol cristy,mcdonalds lito sister aka cuzin very funny cristy,mcdonalds lito sister aka cuzin very funny cristy
1835259469,@AnnaSaccone Love your new cards!   I would definitely hire you ;).,4,@anasacone love new cards would definitely hire ;),@anasacone love your new cards i would definitely hire you ;),@anasacone love new cards would definitely hire ;),@annasaccone love new cards would definitely hire ;),@anasacone love new cards would definitely hire ;),@anasacone love new cards would definitely hire ;),love new cards would definitely hire happy
1983068285,@supricky06 that was one of the most enjoyable experiences I've had on YouTube. Well done  http://bit.ly/1a7zPw,4,@supricky one enjoyable experiences i've youtube well done htp://bit.ly/azpw,@supricky that was one of the most enjoyable experiences i've had on youtube well done,@supricky06 one enjoyable experiences i've youtube well done,@supricky one enjoyable experiences i've youtube well done,@supricky one enjoyable experiences i've youtube well done,@supricky one enjoyable experiences i've youtube well done,one enjoyable experiences i've youtube well done
1559842363,Dallas vegas goodness  http://twitpic.com/3lzt1 On my way to to the SusCon ,4,dalas vegas goodness htp://twitpic.com/lzt way suscon,dalas vegas goodness on my way to to the suscon,dalas vegas goodness way suscon,dallas vegas goodness way suscon,dalas vegas goodness way suscon,dalas vegas goodness way suscon,dalas vegas goodness way suscon
1999078293,@JBsFanArgentina Hey I luv this pic!!! was amazing of the last CHAT of The JB in FACEBOOK! ,4,@jbsfanargentina hey love pic amazing last chat jb facebok,@jbsfanargentina hey i love this pic was amazing of the last chat of the jb in facebok,@jbsfanargentina hey love pic amazing last chat jb facebok,@jbsfanargentina hey love pic amazing last chat jb facebook,@jbsfanargentina hey luv pic amazing last chat jb facebok,@jbsfanargentina hey love pic amazing last chat jb facebok,hey love pic amazing last chat jb facebok
2053185460,@llmatticusll yuuuup! 9 miles  it's for cancer! for a good deed!,4,@lmaticusl yup miles cancer good deed,@lmaticusl yup miles it's for cancer for a good deed,@lmaticusl yup 9 miles cancer good deed,@llmatticusll yuuuup miles cancer good deed,@lmaticusl yup miles cancer good deed,@lmaticusl yup miles cancer good deed,yup miles cancer good deed
1565998071,"@seanmurphymusic I'am in love with Taylor Swift's &quot;Crazier&quot; and I think you should definitely do a cover of it, it'll be beautiful  &lt;3",4,@seanmurphymusic i'am love taylor swift's crazier think definitely cover it'l beautiful,@seanmurphymusic i'am in love with taylor swift's crazier and i think you should definitely do a cover of it it'l be beautiful,@seanmurphymusic i'am love taylor swift's crazier think definitely cover it'l beautiful <3,@seanmurphymusic i'am love taylor swift's crazier think definitely cover it'll beautiful,@seanmurphymusic i'am love taylor swift's crazier think definitely cover it'l beautiful,@seanmurphymusic i'am love taylor swift's crazier think definitely cover it'l beautiful,i'am love taylor swift's crazier think definitely cover it'l beautiful
2190562741,"Had a piece of fried chicken, some PSP luv and now off to bed. ",4,piece fried chicken psp love bed,had a piece of fried chicken some psp love and now off to bed,piece fried chicken psp love bed,piece fried chicken psp love bed,piece fried chicken psp luv bed,piece fried chicken psp love bed,piece fried chicken psp love bed
1973399754,"@mileycyrus BRAZIL LOVES U SO MUCH!! YOU ARE AWESOME, MILEY! COME TO BRAZIL.. WE CAN'T FOR THIS DAY COME ",4,@mileycyrus brazil loves much awesome miley come brazil .. can not day come,@mileycyrus brazil loves you so much you are awesome miley come to brazil .. we can not for this day come,@mileycyrus brazil loves much awesome miley come brazil .. can not day come,@mileycyrus brazil loves much awesome miley come brazil .. can not day come,@mileycyrus brazil loves u much awesome miley come brazil .. can not day come,@mileycyrus brazil loves much awesome miley come brazil .. can't day come,brazil loves much awesome miley come brazil .. can not day come
1965391855,@SilMuri yeah that'd be awesome... You're gonna be the new Oprah! Freakin' yeah  *ninja-rolls over to Sil to eat chocolate*,4,@silmuri yeah that'd awesome ... gona new oprah freakin yeah ninja-rols sil eat chocolate,@silmuri yeah that'd be awesome ... you're gona be the new oprah freakin yeah ninja-rols over to sil to eat chocolate,@silmuri yeah that'd awesome ... gona new oprah freakin yeah ninja-rols sil eat chocolate,@silmuri yeah that'd awesome ... gonna new oprah freakin yeah ninja-rolls sil eat chocolate,@silmuri yeah that'd awesome ... gona new oprah freakin yeah ninja-rols sil eat chocolate,@silmuri yeah that'd awesome ... gona new oprah freakin yeah ninja-rols sil eat chocolate,yeah that'd awesome ... gona new oprah freakin yeah ninja-rols sil eat chocolate
1467987672,@DanniAsheOnline Awwww she called me sexy  nice! you rock Danni! you just made my night gurl! muah! I'll give you props anytime! ,4,@daniasheonline aw caled sexy nice rock dani made night girl happy i'l give props anytime,@daniasheonline aw she caled me sexy nice you rock dani you just made my night girl happy i'l give you props anytime,@daniasheonline aw caled sexy nice rock dani made night girl happy i'l give props anytime,@danniasheonline awwww called sexy nice rock danni made night girl happy i'll give props anytime,@daniasheonline aw caled sexy nice rock dani made night gurl muah i'l give props anytime,@daniasheonline aw caled sexy nice rock dani made night girl happy i'l give props anytime,aw caled sexy nice rock dani made night girl happy i'l give props anytime
2000270889,"@McChelsea get a glass of wine, a nice book, and just chillax out there.  oh wait, it's seattle, i'll probably rain. hah ",4,@mchelsea get glass wine nice book chilax oh wait seatle i'l probably rain hah,@mchelsea get a glass of wine a nice book and just chilax out there oh wait it's seatle i'l probably rain hah,@mchelsea get glass wine nice book chilax oh wait seatle i'l probably rain hah,@mcchelsea get glass wine nice book chillax oh wait seattle i'll probably rain hah,@mchelsea get glass wine nice book chilax oh wait seatle i'l probably rain hah,@mchelsea get glass wine nice book chilax oh wait seatle i'l probably rain hah,get glass wine nice book chilax oh wait seatle i'l probably rain hah
1550736352,"Had to happen, @Oprah is on twitter, and only after 24 hours, she's got 260,371 followers and counting...  You go girlfriend!",4,happen @oprah twitter hours got folowers counting ... go girlfriend,had to happen @oprah is on twitter and only after hours she's got folowers and counting ... you go girlfriend,"happen @oprah twitter 24 hours got 260,371 folowers counting ... go girlfriend",happen @oprah twitter hours got followers counting ... go girlfriend,happen @oprah twitter hours got folowers counting ... go girlfriend,happen @oprah twitter hours got folowers counting ... go girlfriend,happen twitter hours got folowers counting ... go girlfriend
1967963720,THE LAKERS ARE SO GOING TO WIN AND ADVANCE TO THE FINALS ,4,lakers going win advance finals,the lakers are so going to win and advance to the finals,lakers going win advance finals,lakers going win advance finals,lakers going win advance finals,lakers going win advance finals,lakers going win advance finals
1468005311,@lightinthesky wow. enjoy! ,4,@lightinthesky wow enjoy,@lightinthesky wow enjoy,@lightinthesky wow enjoy,@lightinthesky wow enjoy,@lightinthesky wow enjoy,@lightinthesky wow enjoy,wow enjoy
1467990416,i drew a cute baby zebra i think he is my favorite so far ,4,drew cute baby zebra think favorite far,i drew a cute baby zebra i think he is my favorite so far,drew cute baby zebra think favorite far,drew cute baby zebra think favorite far,drew cute baby zebra think favorite far,drew cute baby zebra think favorite far,drew cute baby zebra think favorite far
1468021160,Went to Calgary with some of the lads (Gaspar had to sit in the boot  ) to watch the Flames versus LA Kings. Calgary won 4-1. Nice night.,4,went calgary lads gaspar sit boot watch flames versus la kings calgary nice night,went to calgary with some of the lads gaspar had to sit in the boot to watch the flames versus la kings calgary won nice night,went calgary lads gaspar sit boot watch flames versus la kings calgary 4-1 nice night,went calgary lads gaspar sit boot watch flames versus la kings calgary nice night,went calgary lads gaspar sit boot watch flames versus la kings calgary nice night,went calgary lads gaspar sit boot watch flames versus la kings calgary nice night,went calgary lads gaspar sit boot watch flames versus la kings calgary nice night
